DATE_TIME	TIMESTAMP	HEART_RATE	CADENCE	SPEED_SENSOR	SPEED_GPS	SPEED_SMOOTHED	PRESSURE	TEMPERATURE	LATITUDE_6	LONGITUDE_6	ACCURACY_GPS	ALTITUDE_GPS	ALTITUDE_BARO	ALTITUDE_SMOOTHED	DISTANCE_SENSOR	DISTANCE_GPS	BEARING	SLOPE_GPS	SLOPE_SMOOTHED	V_SPEED_GPS	V_SPEED_SMOOTHED
2021-01-08T15:57:00+0100	1610117820533	168			2.14	2.05			47087514	15447156	3	455.66		455.66		942.72	327.45	16.58	16.79	21.30	20.86
2021-01-08T15:57:01+0100	1610117821589	168			1.89	2.04			47087530	15447144	3	455.98		455.98		944.72	332.95	16.02	16.96	18.18	20.82
2021-01-08T15:57:02+0100	1610117822530	168			2.09	2.05			47087547	15447137	3	456.31		456.31		946.68	344.34	16.81	17.15	21.04	21.27
2021-01-08T15:57:03+0100	1610117823543	168			1.90	2.02			47087564	15447132	3	456.64		456.64		948.61	348.68	17.12	17.38	19.55	21.63
2021-01-08T15:57:04+0100	1610117824510	167			2.07	2.02			47087582	15447131	3	456.98		456.98		950.61	357.83	16.98	17.78	21.10	22.32
2021-01-08T15:57:05+0100	1610117825532	167			2.20	2.05			47087602	15447135	3	457.38		457.38		952.86	7.75	17.82	18.22	23.48	22.93
2021-01-08T15:57:06+0100	1610117826541	168			1.97	2.10			47087619	15447143	3	457.73		457.73		954.84	17.77	17.63	18.70	20.81	23.63
2021-01-08T15:57:07+0100	1610117827597	168			1.90	2.14			47087636	15447152	3	458.11		458.11		956.85	19.82	18.91	19.26	21.59	24.92
2021-01-08T15:57:08+0100	1610117828545	168			2.26	2.15			47087654	15447162	3	458.52		458.52		958.99	20.72	19.16	19.85	25.95	26.18
2021-01-08T15:57:09+0100	1610117829554	168			2.20	2.19			47087673	15447171	3	458.95		458.95		961.21	17.88	19.37	20.60	25.57	28.07
2021-01-08T15:57:10+0100	1610117830558	168			2.35	2.29			47087692	15447185	3	459.43		459.43		963.57	26.64	20.31	21.36	28.69	29.84
2021-01-08T15:57:11+0100	1610117831529	168			2.23	2.35			47087710	15447196	3	459.89		459.89		965.74	22.59	21.22	22.08	28.42	31.27
2021-01-08T15:57:12+0100	1610117832543	169			2.24	2.45			47087729	15447207	3	460.39		460.39		968.01	21.51	22.02	22.77	29.59	33.16
2021-01-08T15:57:13+0100	1610117833556	169			2.47	2.52			47087750	15447219	3	460.95		460.95		970.52	21.26	22.35	23.36	33.17	34.73
2021-01-08T15:57:14+0100	1610117834541	169			2.60	2.57			47087771	15447233	3	461.55		461.55		973.08	24.41	23.40	23.92	36.55	36.10
2021-01-08T15:57:15+0100	1610117835534	169			2.78	2.66			47087793	15447250	3	462.25		462.25		975.85	27.75	25.32	24.46	42.30	37.27
2021-01-08T15:57:16+0100	1610117836535	169			2.76	2.66			47087815	15447267	3	462.96		462.96		978.61	27.75	25.69	24.88	42.56	37.95
2021-01-08T15:57:17+0100	1610117837542	170			2.58	2.68			47087834	15447287	3	463.64		463.64		981.21	35.63	26.16	25.19	40.52	38.57
2021-01-08T15:57:18+0100	1610117838536	170			2.76	2.63			47087855	15447306	3	464.36		464.36		983.95	31.63	26.25	25.47	43.46	38.86
2021-01-08T15:57:19+0100	1610117839585	170			2.49	2.57			47087875	15447324	3	465.05		465.05		986.56	31.50	26.45	25.73	39.47	38.79
2021-01-08T15:57:20+0100	1610117840546	170			2.71	2.53			47087895	15447342	3	465.74		465.74		989.17	31.50	26.45	25.87	43.08	38.94
2021-01-08T15:57:21+0100	1610117841548	170			2.49	2.43			47087915	15447357	3	466.40		466.40		991.67	27.05	26.43	25.82	39.52	38.40
2021-01-08T15:57:22+0100	1610117842526	170			2.38	2.36			47087934	15447370	3	467.00		467.00		994.00	24.98	25.74	25.73	36.81	37.81
2021-01-08T15:57:23+0100	1610117843524	170			2.35	2.34			47087954	15447380	3	467.60		467.60		996.35	18.80	25.54	25.58	36.07	37.30
2021-01-08T15:57:24+0100	1610117844539	171			2.14	2.33			47087971	15447394	3	468.16		468.16		998.51	29.28	25.84	25.34	33.10	36.52
2021-01-08T15:57:25+0100	1610117845589	171			2.14	2.33			47087988	15447410	3	468.73		468.73		1000.76	32.65	25.39	25.10	32.57	35.88
2021-01-08T15:57:26+0100	1610117846558	171			2.55	2.33			47088007	15447427	3	469.35		469.35		1003.23	31.35	25.06	24.83	38.39	34.78
2021-01-08T15:57:27+0100	1610117847549	171			2.42	2.38			47088027	15447439	3	469.94		469.94		1005.63	22.22	24.56	24.48	35.72	34.11
2021-01-08T15:57:28+0100	1610117848531	171			2.41	2.40			47088046	15447453	3	470.52		470.52		1008.00	26.64	24.54	24.20	35.44	33.49
2021-01-08T15:57:29+0100	1610117849542	171			2.35	2.33			47088063	15447472	3	471.10		471.10		1010.37	37.27	24.42	23.93	34.42	32.91
2021-01-08T15:57:30+0100	1610117850530	171			2.41	2.32			47088079	15447493	3	471.66		471.66		1012.76	41.79	23.47	23.61	34.01	32.29
2021-01-08T15:57:31+0100	1610117851543	172			2.26	2.28			47088096	15447510	4	472.20		472.20		1015.05	34.25	23.61	23.31	31.98	32.21
2021-01-08T15:57:32+0100	1610117852552	172			2.13	2.25			47088112	15447526	3	472.70		472.70		1017.20	34.25	23.23	23.00	29.73	31.42
2021-01-08T15:57:33+0100	1610117853543	172			2.35	2.18			47088129	15447544	4	473.22		473.22		1019.53	35.79	22.31	23.06	31.48	31.45
2021-01-08T15:57:34+0100	1610117854528	172			2.19	2.21			47088144	15447562	4	473.70		473.70		1021.68	39.25	22.29	22.69	29.24	30.72
2021-01-08T15:57:35+0100	1610117855540	172			2.18	2.22			47088161	15447577	4	474.19		474.19		1023.89	31.00	22.22	22.32	29.05	30.04
2021-01-08T15:57:36+0100	1610117856561	173			1.99	2.23			47088177	15447590	4	474.63		474.63		1025.92	28.95	21.64	21.99	25.86	29.36
2021-01-08T15:57:37+0100	1610117857528	173			2.41	2.23			47088196	15447603	4	475.14		475.14		1028.25	24.98	21.88	21.66	31.64	28.78
2021-01-08T15:57:38+0100	1610117858530	173			2.24	2.23			47088213	15447619	4	475.62		475.62		1030.50	32.65	21.38	21.34	28.74	28.50
2021-01-08T15:57:39+0100	1610117859512	173			2.37	2.27			47088232	15447632	4	476.21		476.21		1032.83	24.98	25.31	21.06	36.05	27.75
2021-01-08T15:57:40+0100	1610117860541	173			2.21	2.22			47088251	15447643	4	476.67		476.67		1035.10	21.51	20.26	20.75	26.82	27.18
2021-01-08T15:57:41+0100	1610117861528	173			2.19	2.23			47088270	15447649	4	477.10		477.10		1037.26	12.13	19.90	20.46	26.14	26.75
2021-01-08T15:57:42+0100	1610117862546	173			2.20	2.16			47088290	15447653	4	477.54		477.54		1039.50	7.75	19.60	20.24	25.93	26.37
2021-01-08T15:57:43+0100	1610117863551	173			2.12	2.14			47088309	15447657	4	477.96		477.96		1041.64	8.16	19.68	19.96	25.07	25.57
2021-01-08T15:57:44+0100	1610117864531	173			2.27	2.13			47088329	15447659	4	478.39		478.39		1043.87	3.90	19.29	19.70	26.33	25.20
2021-01-08T15:57:45+0100	1610117865543	174			1.99	2.07			47088347	15447662	4	478.77		478.77		1045.88	6.47	18.86	19.02	22.53	24.19
2021-01-08T15:57:46+0100	1610117866579	173			2.04	2.05			47088366	15447664	3	479.16		479.16		1048.00	4.10	18.41	19.10	22.59	24.24
2021-01-08T15:57:47+0100	1610117867586	173			2.12	2.03			47088385	15447668	3	479.56		479.56		1050.13	8.16	18.74	20.25	23.83	25.69
2021-01-08T15:57:48+0100	1610117868550	173			1.89	2.08			47088401	15447673	3	479.90		479.90		1051.95	12.01	18.69	20.15	21.16	25.62
2021-01-08T15:57:49+0100	1610117869543	173			1.96	2.09			47088418	15447679	3	480.26		480.26		1053.90	13.51	18.52	20.10	21.75	25.52
2021-01-08T15:57:50+0100	1610117870532	173			2.20	2.10			47088437	15447686	3	480.66		480.66		1056.08	14.08	18.36	20.10	24.27	25.38
2021-01-08T15:57:51+0100	1610117871540	173			2.24	2.16			47088457	15447691	3	481.06		481.06		1058.33	9.66	17.73	20.15	23.81	25.70
2021-01-08T15:57:52+0100	1610117872523	172			2.15	2.19			47088476	15447691	3	481.51		481.51		1060.44	0.00	21.30	20.20	27.47	25.90
2021-01-08T15:57:53+0100	1610117873554	172			2.18	2.18			47088496	15447687	3	482.25		482.25		1062.69	352.25	32.97	20.13	43.06	26.23
2021-01-08T15:57:54+0100	1610117874562	172			2.25	2.17			47088516	15447681	3	482.67		482.67		1064.96	348.46	18.50	20.15	25.00	26.61
2021-01-08T15:57:55+0100	1610117875543	172			2.09	2.18			47088534	15447675	3	483.06		483.06		1067.01	347.21	19.00	20.14	23.85	27.11
2021-01-08T15:57:56+0100	1610117876539	171			2.14	2.24			47088553	15447671	3	483.47		483.47		1069.15	351.84	19.21	20.24	24.70	27.40
2021-01-08T15:57:57+0100	1610117877545	171			2.23	2.24			47088573	15447667	3	483.91		483.91		1071.39	352.25	19.60	20.23	26.24	27.66
2021-01-08T15:57:58+0100	1610117878581	171			2.18	2.30			47088593	15447662	3	484.34		484.34		1073.65	350.34	19.06	19.92	24.90	27.55
2021-01-08T15:57:59+0100	1610117879549	171			2.55	2.34			47088615	15447658	3	484.79		484.79		1076.11	352.94	18.26	18.71	27.89	26.06
2021-01-08T15:58:00+0100	1610117880547	171			2.25	2.38			47088635	15447654	3	485.22		485.22		1078.36	352.25	19.16	18.67	25.85	25.94
2021-01-08T15:58:01+0100	1610117881538	171			2.48	2.43			47088657	15447651	3	485.68		485.68		1080.81	354.70	18.72	18.55	27.85	26.02
2021-01-08T15:58:02+0100	1610117882534	170			2.35	2.40			47088678	15447649	3	486.14		486.14		1083.15	356.29	19.66	18.42	27.71	25.67
2021-01-08T15:58:03+0100	1610117883534	170			2.52	2.39			47088700	15447641	3	486.59		486.59		1085.67	346.09	17.86	18.22	27.00	25.08
2021-01-08T15:58:04+0100	1610117884546	170			2.45	2.37			47088721	15447630	3	487.03		487.03		1088.15	340.37	17.75	17.88	26.09	24.52
2021-01-08T15:58:05+0100	1610117885528	170			2.37	2.31			47088741	15447621	3	487.45		487.45		1090.48	342.97	18.06	17.49	25.66	23.54
2021-01-08T15:58:06+0100	1610117886544	170			2.19	2.20			47088761	15447619	3	487.85		487.85		1092.71	356.10	17.94	16.89	23.62	22.63
2021-01-08T15:58:07+0100	1610117887533	169			2.36	2.14			47088782	15447619	3	488.26		488.26		1095.04	0.00	17.56	16.10	24.87	21.37
2021-01-08T15:58:08+0100	1610117888551	169			1.97	2.08			47088800	15447618	3	488.61		488.61		1097.04	357.83	17.47	15.07	20.63	19.96
2021-01-08T15:58:09+0100	1610117889529	170			1.88	2.07			47088816	15447612	3	488.92		488.92		1098.88	345.68	16.88	14.11	19.02	18.52
2021-01-08T15:58:10+0100	1610117890545	169			2.08	2.05			47088834	15447603	3	489.23		489.23		1100.99	341.20	14.66	13.05	18.31	16.99
2021-01-08T15:58:11+0100	1610117891529	168			2.02	2.11			47088851	15447595	3	489.49		489.49		1102.98	342.23	13.10	11.95	15.85	15.48
2021-01-08T15:58:12+0100	1610117892529	168			2.14	2.17			47088869	15447585	3	489.74		489.74		1105.12	339.28	11.68	10.84	15.00	14.12
2021-01-08T15:58:13+0100	1610117893529	168			2.22	2.20			47088888	15447576	3	489.95		489.95		1107.34	342.12	9.46	9.63	12.60	12.54
2021-01-08T15:58:14+0100	1610117894525	168			2.30	2.24			47088908	15447569	3	490.13		490.13		1109.63	346.60	7.87	8.60	10.84	11.31
2021-01-08T15:58:15+0100	1610117895553	168			2.28	2.27			47088929	15447566	3	490.30		490.30		1111.97	354.44	7.25	7.63	9.92	10.14
2021-01-08T15:58:16+0100	1610117896553	168			2.24	2.29			47088949	15447569	3	490.43		490.43		1114.21	5.83	5.82	6.77	7.80	9.06
2021-01-08T15:58:17+0100	1610117897543	168			2.24	2.28			47088968	15447578	3	490.55		490.55		1116.43	17.88	5.41	6.07	7.27	8.14
2021-01-08T15:58:18+0100	1610117898523	168			2.35	2.25			47088988	15447586	3	490.67		490.67		1118.73	15.23	5.21	5.53	7.35	7.45
2021-01-08T15:58:19+0100	1610117899547	167			2.32	2.26			47089009	15447592	3	490.77		490.77		1121.11	11.01	4.20	5.03	5.86	6.79
2021-01-08T15:58:20+0100	1610117900543	167			2.23	2.23			47089029	15447592	3	490.87		490.87		1123.33	0.00	4.50	4.63	6.02	6.29
2021-01-08T15:58:21+0100	1610117901541	167			2.14	2.22			47089048	15447588	3	490.95		490.95		1125.47	351.84	3.75	4.28	4.81	5.86
2021-01-08T15:58:22+0100	1610117902536	167			2.26	2.22			47089068	15447584	3	491.04		491.04		1127.71	352.25	4.01	3.98	5.43	5.50
2021-01-08T15:58:23+0100	1610117903544	167			2.11	2.25			47089087	15447581	3	491.12		491.12		1129.84	353.86	3.76	3.69	4.76	5.12
2021-01-08T15:58:24+0100	1610117904534	167			2.25	2.31			47089107	15447579	3	491.23		491.23		1132.07	356.10	4.93	3.37	6.67	4.69
2021-01-08T15:58:25+0100	1610117905542	167			2.32	2.35			47089128	15447579	3	491.31		491.31		1134.40	0.00	3.43	3.27	4.76	4.55
2021-01-08T15:58:26+0100	1610117906544	166			2.45	2.40			47089150	15447576	3	491.39		491.39		1136.86	354.70	3.26	3.06	4.79	4.30
2021-01-08T15:58:27+0100	1610117907530	166			2.48	2.42			47089172	15447575	3	491.47		491.47		1139.31	358.23	3.27	2.97	4.87	4.20
2021-01-08T15:58:28+0100	1610117908562	166			2.49	2.42			47089195	15447572	3	491.53		491.53		1141.87	354.93	2.34	2.89	3.49	4.10
2021-01-08T15:58:29+0100	1610117909602	166			2.39	2.43			47089217	15447566	3	491.58		491.58		1144.36	349.48	2.01	2.84	2.88	4.05
2021-01-08T15:58:30+0100	1610117910550	166			2.41	2.41			47089237	15447559	3	491.61		491.61		1146.65	346.60	1.31	2.71	1.90	3.84
2021-01-08T15:58:31+0100	1610117911552	166			2.30	2.39			47089257	15447551	3	491.68		491.68		1148.95	344.77	3.04	2.69	4.19	3.80
2021-01-08T15:58:32+0100	1610117912552	166			2.48	2.36			47089279	15447546	3	491.73		491.73		1151.43	351.20	2.02	2.68	3.00	3.75
2021-01-08T15:58:33+0100	1610117913548	166			2.36	2.30			47089300	15447542	3	491.79		491.79		1153.78	352.61	2.55	2.71	3.61	3.74
2021-01-08T15:58:34+0100	1610117914523	166			2.41	2.28			47089321	15447539	3	491.86		491.86		1156.13	354.44	2.98	2.82	4.31	3.86
2021-01-08T15:58:35+0100	1610117915535	166			2.21	2.24			47089341	15447536	3	491.93		491.93		1158.37	354.17	3.13	2.97	4.15	4.02
2021-01-08T15:58:36+0100	1610117916568	166			2.08	2.20			47089360	15447531	3	492.00		492.00		1160.51	349.84	3.26	3.17	4.07	4.26
2021-01-08T15:58:37+0100	1610117917551	165			2.16	2.16			47089379	15447528	3	492.07		492.07		1162.64	353.86	3.29	3.24	4.27	4.35
2021-01-08T15:58:38+0100	1610117918545	165			2.24	2.15			47089399	15447526	3	492.14		492.14		1164.87	356.10	3.14	3.41	4.23	4.51
2021-01-08T15:58:39+0100	1610117919567	165			2.09	2.18			47089418	15447522	3	492.22		492.22		1167.00	351.84	3.75	3.50	4.70	4.55
2021-01-08T15:58:40+0100	1610117920539	165			2.21	2.20			47089437	15447517	3	492.30		492.30		1169.15	349.84	3.73	3.60	4.94	4.65
2021-01-08T15:58:41+0100	1610117921545	165			2.15	2.18			47089456	15447511	3	492.38		492.38		1171.31	347.87	3.70	3.63	4.77	4.61
2021-01-08T15:58:42+0100	1610117922524	164			2.21	2.14			47089475	15447505	3	492.46		492.46		1173.47	347.87	3.70	3.72	4.90	4.51
2021-01-08T15:58:43+0100	1610117923541	164			2.32	2.15			47089496	15447501	3	492.55		492.55		1175.82	352.61	3.82	3.74	5.31	4.35
2021-01-08T15:58:44+0100	1610117924518	164			2.08	2.08			47089514	15447496	3	492.63		492.63		1177.86	349.29	3.93	3.84	4.91	4.25
2021-01-08T15:58:45+0100	1610117925536	164			1.86	1.87			47089531	15447497	3	492.70		492.70		1179.75	2.29	3.70	3.83	4.13	4.20
2021-01-08T15:58:46+0100	1610117926520	164			2.28	1.67			47089551	15447493	3	492.79		492.79		1182.00	352.25	4.01	3.83	5.49	4.26
2021-01-08T15:58:47+0100	1610117927512	164			1.71	1.52			47089566	15447489	3	492.85		492.85		1183.69	349.71	3.54	3.87	3.63	4.31
2021-01-08T15:58:48+0100	1610117928534	164			1.00	1.53			47089575	15447486	3	492.90		492.90		1184.72	347.21	4.87	3.87	2.94	4.29
2021-01-08T15:58:49+0100	1610117929547	164			1.14	1.56			47089585	15447482	3	492.94		492.94		1185.87	344.77	3.47	3.88	2.37	4.25
2021-01-08T15:58:50+0100	1610117930548	163			1.15	1.64			47089595	15447478	3	492.99		492.99		1187.02	344.77	4.34	3.86	3.00	4.19
2021-01-08T15:58:51+0100	1610117931556	163			1.91	1.82			47089612	15447473	3	493.06		493.06		1188.95	348.68	3.63	3.87	4.17	4.20
2021-01-08T15:58:52+0100	1610117932523	163			2.49	1.97			47089633	15447465	3	493.15		493.15		1191.36	345.46	3.73	3.82	5.58	4.09
2021-01-08T15:58:53+0100	1610117933517	163			2.17	2.10			47089652	15447459	3	493.24		493.24		1193.52	347.87	4.16	3.79	5.43	4.09
2021-01-08T15:58:54+0100	1610117934545	162			2.09	2.09			47089671	15447454	3	493.32		493.32		1195.67	349.84	3.73	3.71	4.67	4.20
2021-01-08T15:58:55+0100	1610117935552	162			2.04	2.01			47089689	15447448	3	493.40		493.40		1197.72	347.21	3.90	3.68	4.77	4.30
2021-01-08T15:58:56+0100	1610117936540	162			1.90	1.96			47089705	15447440	3	493.47		493.47		1199.60	341.20	3.72	3.62	4.25	4.40
2021-01-08T15:58:57+0100	1610117937544	162			1.87	1.94			47089721	15447432	3	493.54		493.54		1201.48	341.20	3.72	3.57	4.18	4.35
2021-01-08T15:58:58+0100	1610117938540	162			1.97	1.93			47089738	15447425	3	493.61		493.61		1203.44	344.34	3.57	3.51	4.22	4.24
2021-01-08T15:58:59+0100	1610117939547	163			1.89	1.95			47089754	15447416	3	493.67		493.67		1205.35	339.04	3.15	3.38	3.57	4.09
2021-01-08T15:59:00+0100	1610117940545	163			1.99	1.97			47089771	15447408	3	493.74		493.74		1207.33	342.23	3.53	3.31	4.21	4.00
2021-01-08T15:59:01+0100	1610117941538	162			1.95	2.02			47089787	15447398	3	493.80		493.80		1209.27	336.95	3.10	3.21	3.63	3.90
2021-01-08T15:59:02+0100	1610117942538	161			2.04	2.07			47089805	15447393	3	493.87		493.87		1211.31	349.29	3.44	3.10	4.20	3.80
2021-01-08T15:59:03+0100	1610117943560	161			1.99	2.08			47089823	15447388	3	493.93		493.93		1213.34	349.29	2.95	2.99	3.52	3.69
2021-01-08T15:59:04+0100	1610117944541	161			2.27	2.13			47089843	15447389	3	494.00		494.00		1215.57	1.95	3.15	2.90	4.28	3.60
2021-01-08T15:59:05+0100	1610117945549	162			2.22	2.14			47089863	15447386	3	494.06		494.06		1217.80	354.17	2.68	2.83	3.57	3.56
2021-01-08T15:59:06+0100	1610117946560	162			2.05	2.14			47089881	15447379	3	494.12		494.12		1219.87	345.17	2.90	2.73	3.56	3.45
2021-01-08T15:59:07+0100	1610117947538	162			2.22	2.13			47089898	15447365	3	494.18		494.18		1222.04	330.72	2.77	2.68	3.68	3.39
2021-01-08T15:59:08+0100	1610117948534	162			2.12	2.11			47089914	15447350	3	494.23		494.23		1224.15	327.45	2.37	2.60	3.01	3.30
2021-01-08T15:59:09+0100	1610117949565	162			2.00	2.14			47089929	15447334	3	494.28		494.28		1226.21	324.01	2.43	2.57	2.91	3.25
2021-01-08T15:59:10+0100	1610117950537	161			2.16	2.09			47089946	15447322	3	494.33		494.33		1228.31	334.33	2.38	2.51	3.09	3.15
2021-01-08T15:59:11+0100	1610117951520	161			2.13	2.08			47089964	15447314	3	494.38		494.38		1230.40	343.16	2.39	2.47	3.05	3.10
2021-01-08T15:59:12+0100	1610117952531	161			2.22	2.08			47089984	15447310	3	494.43		494.43		1232.65	352.25	2.23	2.42	2.97	3.06
2021-01-08T15:59:13+0100	1610117953558	161			1.91	2.06			47090001	15447303	3	494.48		494.48		1234.61	344.34	2.55	2.41	2.92	3.05
2021-01-08T15:59:14+0100	1610117954530	162			2.09	2.08			47090017	15447290	3	494.53		494.53		1236.64	331.05	2.46	2.43	3.09	3.10
2021-01-08T15:59:15+0100	1610117955557	162			1.98	2.07			47090033	15447277	3	494.58		494.58		1238.67	331.05	2.46	2.50	2.92	3.20
2021-01-08T15:59:16+0100	1610117956544	162			2.06	2.13			47090050	15447267	3	494.63		494.63		1240.71	338.17	2.46	2.57	3.04	3.35
2021-01-08T15:59:17+0100	1610117957552	161			2.20	2.16			47090069	15447258	3	494.68		494.68		1242.93	342.13	2.25	2.67	2.98	3.54
2021-01-08T15:59:18+0100	1610117958531	161			2.21	2.18			47090088	15447252	3	494.73		494.73		1245.09	347.87	2.31	2.80	3.06	3.75
2021-01-08T15:59:19+0100	1610117959539	162			2.25	2.28			47090108	15447246	3	494.79		494.79		1247.36	348.46	2.64	2.93	3.57	4.01
2021-01-08T15:59:20+0100	1610117960547	162			2.25	2.34			47090128	15447240	3	494.85		494.85		1249.63	348.46	2.64	3.04	3.57	4.20
2021-01-08T15:59:21+0100	1610117961582	162			2.12	2.39			47090147	15447232	3	494.92		494.92		1251.83	344.00	3.18	3.21	4.06	4.50
2021-01-08T15:59:22+0100	1610117962535	163			2.68	2.43			47090170	15447233	3	495.00		495.00		1254.39	1.70	3.13	3.37	5.04	4.80
2021-01-08T15:59:23+0100	1610117963554	163			2.53	2.45			47090193	15447229	3	495.09		495.09		1256.96	353.25	3.49	3.57	5.30	5.11
2021-01-08T15:59:24+0100	1610117964546	163			2.50	2.49			47090215	15447224	3	495.18		495.18		1259.44	351.20	3.64	3.75	5.44	5.39
2021-01-08T15:59:25+0100	1610117965536	162			2.51	2.46			47090237	15447218	3	495.28		495.28		1261.93	349.48	4.02	3.95	6.06	5.70
2021-01-08T15:59:26+0100	1610117966534	162			2.35	2.44			47090258	15447215	3	495.37		495.37		1264.27	354.44	3.84	4.14	5.41	6.00
2021-01-08T15:59:27+0100	1610117967551	163			2.41	2.41			47090280	15447214	3	495.48		495.48		1266.72	358.23	4.49	4.30	6.49	6.27
2021-01-08T15:59:28+0100	1610117968540	163			2.47	2.39			47090302	15447213	3	495.59		495.59		1269.17	358.23	4.49	4.54	6.67	6.55
2021-01-08T15:59:29+0100	1610117969531	163			2.39	2.39			47090323	15447208	3	495.70		495.70		1271.53	350.79	4.65	4.75	6.66	6.81
2021-01-08T15:59:30+0100	1610117970548	164			2.31	2.37			47090343	15447198	3	495.81		495.81		1273.88	341.20	4.68	4.92	6.49	7.01
2021-01-08T15:59:31+0100	1610117971531	163			2.39	2.35			47090363	15447188	3	495.93		495.93		1276.23	341.20	5.11	5.01	7.32	7.10
2021-01-08T15:59:32+0100	1610117972544	163			2.37	2.34			47090382	15447173	3	496.05		496.05		1278.63	331.74	5.00	5.10	7.11	7.22
2021-01-08T15:59:33+0100	1610117973548	163			2.28	2.34			47090399	15447156	3	496.17		496.17		1280.92	325.75	5.25	5.17	7.17	7.36
2021-01-08T15:59:34+0100	1610117974541	163			2.35	2.33			47090415	15447136	3	496.31		496.31		1283.25	319.60	5.99	5.22	8.46	7.40
2021-01-08T15:59:35+0100	1610117975541	163			2.36	2.33			47090430	15447114	3	496.45		496.45		1285.61	315.04	5.94	5.26	8.40	7.45
2021-01-08T15:59:36+0100	1610117976537	163			2.31	2.38			47090445	15447093	3	496.58		496.58		1287.91	316.37	5.64	5.29	7.83	7.56
2021-01-08T15:59:37+0100	1610117977537	163			2.34	2.38			47090461	15447073	3	496.70		496.70		1290.25	319.60	5.14	5.31	7.20	7.60
2021-01-08T15:59:38+0100	1610117978580	163			2.37	2.38			47090478	15447052	3	496.82		496.82		1292.72	319.93	4.86	5.29	6.90	7.53
2021-01-08T15:59:39+0100	1610117979530	162			2.55	2.41			47090495	15447032	3	496.95		496.95		1295.14	321.31	5.37	5.27	8.21	7.40
2021-01-08T15:59:40+0100	1610117980534	162			2.37	2.44			47090513	15447015	3	497.07		497.07		1297.52	327.26	5.04	5.17	7.17	7.10
2021-01-08T15:59:41+0100	1610117981533	162			2.33	2.41			47090533	15447006	3	497.19		497.19		1299.85	342.97	5.16	5.08	7.21	6.79
2021-01-08T15:59:42+0100	1610117982539	163			2.55	2.31			47090555	15446996	3	497.32		497.32		1302.41	342.80	5.08	5.01	7.75	6.55
2021-01-08T15:59:43+0100	1610117983533	163			2.47	2.20			47090576	15446986	3	497.45		497.45		1304.86	342.04	5.30	4.97	7.85	6.35
2021-01-08T15:59:44+0100	1610117984569	163			2.22	2.08			47090595	15446974	4	497.56		497.56		1307.16	336.73	4.78	4.99	6.37	6.21
2021-01-08T15:59:45+0100	1610117985541	163			1.91	1.94			47090607	15446957	3	497.65		497.65		1309.02	316.03	4.85	4.92	5.56	5.95
2021-01-08T15:59:46+0100	1610117986536	163			1.69	1.82			47090612	15446936	3	497.73		497.73		1310.70	289.28	4.75	4.95	4.82	5.85
2021-01-08T15:59:47+0100	1610117987564	163			1.62	1.73			47090612	15446914	3	497.81		497.81		1312.37	270.00	4.80	4.93	4.67	5.70
2021-01-08T15:59:48+0100	1610117988535	163			1.73	1.72			47090610	15446892	3	497.89		497.89		1314.05	262.39	4.76	4.92	4.94	5.55
2021-01-08T15:59:49+0100	1610117989542	163			1.74	1.75			47090608	15446869	3	497.97		497.97		1315.80	262.72	4.56	4.88	4.77	5.39
2021-01-08T15:59:50+0100	1610117990561	163			1.72	1.78			47090603	15446847	3	498.06		498.06		1317.56	251.54	5.13	4.87	5.30	5.31
2021-01-08T15:59:51+0100	1610117991530	163			1.83	1.82			47090596	15446826	3	498.14		498.14		1319.33	243.91	4.52	4.90	4.95	5.35
2021-01-08T15:59:52+0100	1610117992533	162			1.83	1.86			47090589	15446804	3	498.24		498.24		1321.17	244.95	5.44	4.89	5.98	5.40
2021-01-08T15:59:53+0100	1610117993539	162			1.82	1.90			47090584	15446781	3	498.33		498.33		1323.00	252.29	4.92	4.89	5.37	5.46
2021-01-08T15:59:54+0100	1610117994533	162			1.99	1.92			47090577	15446757	3	498.43		498.43		1324.97	246.81	5.06	4.92	6.04	5.50
2021-01-08T15:59:55+0100	1610117995548	162			1.98	1.94			47090571	15446732	3	498.53		498.53		1326.98	250.58	4.98	4.92	5.91	5.50
2021-01-08T15:59:56+0100	1610117996540	162			1.95	1.94			47090565	15446708	3	498.62		498.62		1328.91	249.84	4.65	4.78	5.44	5.36
2021-01-08T15:59:57+0100	1610117997533	161			1.95	1.91			47090559	15446684	3	498.72		498.72		1330.85	249.84	5.17	4.78	6.04	5.35
2021-01-08T15:59:58+0100	1610117998540	161			1.93	1.86			47090555	15446659	3	498.81		498.81		1332.79	256.78	4.63	4.71	5.36	5.25
2021-01-08T15:59:59+0100	1610117999535	161			1.86	1.84			47090552	15446635	3	498.90		498.90		1334.64	259.60	4.87	4.52	5.43	5.05
2021-01-08T16:00:00+0100	1610118000533	161			1.78	1.81			47090549	15446612	3	498.99		498.99		1336.41	259.15	5.08	4.42	5.41	4.90
2021-01-08T16:00:01+0100	1610118001544	160			1.71	1.78			47090543	15446591	3	499.07		499.07		1338.14	247.23	4.64	4.34	4.75	4.75
2021-01-08T16:00:02+0100	1610118002532	160			1.84	1.78			47090534	15446571	3	499.13		499.13		1339.95	236.54	3.31	4.13	3.64	4.50
