DATE_TIME	TIMESTAMP	HEART_RATE	CADENCE	SPEED_SENSOR	SPEED_GPS	SPEED_SMOOTHED	PRESSURE	TEMPERATURE	LATITUDE_6	LONGITUDE_6	ACCURACY_GPS	ALTITUDE_GPS	ALTITUDE_BARO	ALTITUDE_SMOOTHED	DISTANCE_SENSOR	DISTANCE_GPS	BEARING	SLOPE_GPS	SLOPE_SMOOTHED	V_SPEED_GPS	V_SPEED_SMOOTHED
2021-01-08T15:49:31+0100	1610117371398	115			0.00	0.00			47081599	15442279	5	395.87		395.87		0.00		0.00	0.00	0.00	0.00
2021-01-08T15:49:32+0100	1610117372525	115			1.95	1.74			47081587	15442302	4	396.01		396.01		2.19	127.46	6.38	6.46	7.45	6.65
2021-01-08T15:49:33+0100	1610117373596	115			1.61	1.67			47081581	15442323	4	396.12		396.12		3.92	112.76	6.38	6.50	6.16	6.71
2021-01-08T15:49:34+0100	1610117374497	116			2.02	1.71			47081571	15442342	3	396.24		396.24		5.74	127.70	6.60	6.54	7.99	6.82
2021-01-08T15:49:35+0100	1610117375525	116			1.40	1.67			47081560	15442352	3	396.33		396.33		7.18	148.24	6.26	6.50	5.25	6.92
2021-01-08T15:49:36+0100	1610117376532	114			1.37	1.70			47081552	15442366	3	396.42		396.42		8.56	130.00	6.50	6.54	5.36	7.00
2021-01-08T15:49:37+0100	1610117377539	112			1.93	1.68			47081543	15442388	3	396.55		396.55		10.50	121.00	6.69	6.52	7.75	7.02
2021-01-08T15:49:38+0100	1610117378531	112			1.74	1.80			47081539	15442410	3	396.66		396.66		12.23	104.95	6.38	6.58	6.65	7.04
2021-01-08T15:49:39+0100	1610117379540	112			1.76	1.88			47081536	15442433	3	396.78		396.78		14.00	100.84	6.77	6.57	7.14	7.14
2021-01-08T15:49:40+0100	1610117380546	110			1.89	1.88			47081534	15442458	3	396.91		396.91		15.91	96.70	6.82	6.59	7.75	7.03
2021-01-08T15:49:41+0100	1610117381540	109			2.10	1.89			47081530	15442485	3	397.04		397.04		18.00	102.27	6.21	6.61	7.85	7.19
2021-01-08T15:49:42+0100	1610117382534	108			1.88	1.92			47081526	15442509	3	397.17		397.17		19.87	103.75	6.95	6.64	7.85	7.33
2021-01-08T15:49:43+0100	1610117383535	108			1.91	1.87			47081519	15442532	3	397.29		397.29		21.78	114.08	6.29	6.61	7.19	7.25
2021-01-08T15:49:44+0100	1610117384544	109			1.82	1.83			47081512	15442554	3	397.42		397.42		23.62	115.04	7.07	6.67	7.73	7.29
2021-01-08T15:49:45+0100	1610117385528	109			1.94	1.80			47081505	15442577	3	397.54		397.54		25.52	114.08	6.29	6.66	7.32	7.30
2021-01-08T15:49:46+0100	1610117386539	110			1.59	1.78			47081503	15442598	3	397.65		397.65		27.13	97.96	6.85	6.61	6.53	7.22
2021-01-08T15:49:47+0100	1610117387536	110			1.82	1.75			47081503	15442622	3	397.77		397.77		28.95	90.00	6.60	6.65	7.22	7.11
2021-01-08T15:49:48+0100	1610117388560	110			1.71	1.73			47081505	15442645	3	397.89		397.89		30.70	82.72	6.83	6.64	7.03	7.06
2021-01-08T15:49:49+0100	1610117389531	110			1.80	1.76			47081506	15442668	3	398.00		398.00		32.45	86.35	6.30	6.69	6.80	7.00
2021-01-08T15:49:50+0100	1610117390540	110			1.65	1.74			47081506	15442690	3	398.12		398.12		34.11	90.00	7.20	6.63	7.14	6.91
2021-01-08T15:49:51+0100	1610117391542	110			1.82	1.75			47081505	15442714	3	398.24		398.24		35.93	93.50	6.59	6.68	7.19	6.84
2021-01-08T15:49:52+0100	1610117392519	111			1.79	1.71			47081504	15442737	3	398.35		398.35		37.68	93.65	6.30	6.68	6.76	6.92
2021-01-08T15:49:53+0100	1610117393515	111			1.67	1.72			47081504	15442759	3	398.46		398.46		39.34	90.00	6.60	6.66	6.63	6.87
2021-01-08T15:49:54+0100	1610117394516	111			1.75	1.69			47081506	15442782	3	398.58		398.58		41.10	82.72	6.83	6.63	7.19	6.78
2021-01-08T15:49:55+0100	1610117395527	111			1.59	1.69			47081508	15442803	3	398.69		398.69		42.70	82.04	6.85	6.70	6.53	6.76
2021-01-08T15:49:56+0100	1610117396535	112			1.71	1.70			47081512	15442825	3	398.80		398.80		44.43	75.05	6.38	6.65	6.55	6.66
2021-01-08T15:49:57+0100	1610117397537	112			1.61	1.66			47081517	15442845	3	398.91		398.91		46.04	69.84	6.82	6.70	6.59	6.60
2021-01-08T15:49:58+0100	1610117398498	112			1.83	1.65			47081522	15442867	3	399.03		399.03		47.80	71.54	6.83	6.75	7.49	6.55
2021-01-08T15:49:59+0100	1610117399500	112			1.72	1.62			47081526	15442889	3	399.14		399.14		49.52	75.05	6.38	6.79	6.59	6.51
2021-01-08T15:50:00+0100	1610117400502	111			1.53	1.60			47081528	15442909	3	399.24		399.24		51.05	81.65	6.53	6.78	5.99	6.42
2021-01-08T15:50:01+0100	1610117401509	111			1.54	1.54			47081531	15442929	3	399.35		399.35		52.60	77.58	7.09	6.81	6.55	6.42
2021-01-08T15:50:02+0100	1610117402518	111			1.50	1.50			47081532	15442949	3	399.45		399.45		54.12	85.80	6.59	6.91	5.95	6.46
2021-01-08T15:50:03+0100	1610117403537	111			1.49	1.49			47081533	15442969	3	399.56		399.56		55.64	85.80	7.24	6.94	6.48	6.35
2021-01-08T15:50:04+0100	1610117404521	110			1.48	1.49			47081535	15442988	3	399.66		399.66		57.10	81.21	6.87	7.04	6.10	6.23
2021-01-08T15:50:05+0100	1610117405490	110			1.45	1.49			47081538	15443006	3	399.76		399.76		58.50	76.25	7.13	7.17	6.19	6.18
2021-01-08T15:50:06+0100	1610117406487	110			1.48	1.45			47081543	15443024	3	399.86		399.86		59.97	67.81	6.79	7.30	6.02	6.24
2021-01-08T15:50:07+0100	1610117407488	109			1.54	1.40			47081548	15443043	3	399.97		399.97		61.51	68.87	7.13	7.43	6.59	6.29
2021-01-08T15:50:08+0100	1610117408523	109			1.52	1.38			47081552	15443063	3	400.09		400.09		63.09	73.63	7.60	7.64	6.96	6.45
2021-01-08T15:50:09+0100	1610117409531	109			1.25	1.36			47081555	15443079	3	400.18		400.18		64.35	74.61	7.16	7.81	5.36	6.55
2021-01-08T15:50:10+0100	1610117410538	109			1.19	1.33			47081560	15443093	3	400.28		400.28		65.55	62.32	8.35	7.99	5.96	6.69
2021-01-08T15:50:11+0100	1610117411532	110			1.27	1.32			47081565	15443108	3	400.38		400.38		66.81	63.92	7.91	8.13	6.04	6.87
2021-01-08T15:50:12+0100	1610117412519	110			1.40	1.34			47081572	15443123	3	400.49		400.49		68.19	55.58	7.99	8.37	6.69	7.14
2021-01-08T15:50:13+0100	1610117413524	110			1.37	1.39			47081579	15443138	3	400.61		400.61		69.56	55.58	8.72	8.54	7.16	7.27
2021-01-08T15:50:14+0100	1610117414527	109			1.45	1.44			47081585	15443155	3	400.74		400.74		71.01	62.60	8.97	8.63	7.78	7.29
2021-01-08T15:50:15+0100	1610117415530	109			1.40	1.48			47081590	15443172	3	400.87		400.87		72.42	66.64	9.27	8.82	7.78	7.54
2021-01-08T15:50:16+0100	1610117416534	108			1.44	1.50			47081596	15443189	3	401.00		401.00		73.87	62.60	8.97	8.89	7.77	7.80
2021-01-08T15:50:17+0100	1610117417536	107			1.61	1.50			47081601	15443209	3	401.14		401.14		75.48	69.84	8.68	8.97	8.38	7.96
2021-01-08T15:50:18+0100	1610117418506	107			1.63	1.50			47081605	15443229	3	401.29		401.29		77.06	73.63	9.50	9.03	9.28	8.05
2021-01-08T15:50:19+0100	1610117419534	107			1.51	1.54			47081608	15443249	3	401.43		401.43		78.61	77.58	9.03	9.07	8.17	8.15
2021-01-08T15:50:20+0100	1610117420541	107			1.39	1.52			47081611	15443267	3	401.55		401.55		80.01	76.25	8.55	9.02	7.15	8.14
2021-01-08T15:50:21+0100	1610117421545	107			1.44	1.49			47081617	15443284	3	401.69		401.69		81.46	62.60	9.66	8.98	8.37	8.18
2021-01-08T15:50:22+0100	1610117422537	109			1.64	1.49			47081625	15443302	3	401.84		401.84		83.09	56.87	9.22	8.95	9.07	8.25
2021-01-08T15:50:23+0100	1610117423514	109			1.48	1.51			47081631	15443319	3	401.97		401.97		84.54	62.60	8.97	8.92	7.98	8.21
2021-01-08T15:50:24+0100	1610117424522	109			1.46	1.53			47081636	15443337	3	402.10		402.10		86.01	67.81	8.83	8.78	7.74	8.08
2021-01-08T15:50:25+0100	1610117425524	110			1.53	1.54			47081638	15443357	3	402.24		402.24		87.54	81.65	9.15	8.73	8.38	8.04
2021-01-08T15:50:26+0100	1610117426549	110			1.51	1.55			47081641	15443377	3	402.37		402.37		89.09	77.58	8.38	8.63	7.61	7.96
2021-01-08T15:50:27+0100	1610117427565	110			1.55	1.58			47081645	15443397	3	402.51		402.51		90.67	73.63	8.87	8.45	8.27	7.81
2021-01-08T15:50:28+0100	1610117428541	110			1.68	1.58			47081652	15443416	3	402.65		402.65		92.31	61.59	8.56	8.28	8.61	7.56
2021-01-08T15:50:29+0100	1610117429526	110			1.59	1.56			47081660	15443433	3	402.78		402.78		93.87	55.35	8.31	8.15	7.92	7.44
2021-01-08T15:50:30+0100	1610117430536	108			1.61	1.55			47081668	15443451	3	402.91		402.91		95.50	56.87	7.99	8.00	7.72	7.34
2021-01-08T15:50:31+0100	1610117431547	108			1.53	1.51			47081673	15443470	3	403.04		403.04		97.04	68.87	8.43	7.80	7.72	7.19
2021-01-08T15:50:32+0100	1610117432529	107			1.43	1.49			47081676	15443488	3	403.14		403.14		98.44	76.25	7.13	7.66	6.11	7.07
2021-01-08T15:50:33+0100	1610117433528	107			1.48	1.48			47081679	15443507	3	403.25		403.25		99.92	76.95	7.45	7.42	6.61	6.81
2021-01-08T15:50:34+0100	1610117434523	107			1.41	1.50			47081682	15443525	3	403.35		403.35		101.32	76.25	7.13	7.14	6.03	6.46
2021-01-08T15:50:35+0100	1610117435525	107			1.50	1.51			47081689	15443542	3	403.46		403.46		102.83	58.84	7.31	6.95	6.59	6.21
2021-01-08T15:50:36+0100	1610117436539	106			1.54	1.51			47081697	15443559	3	403.57		403.57		104.39	55.35	7.03	6.77	6.51	5.96
2021-01-08T15:50:37+0100	1610117437541	106			1.62	1.51			47081708	15443573	3	403.68		403.68		106.01	40.91	6.80	6.55	6.59	5.72
2021-01-08T15:50:38+0100	1610117438515	106			1.52	1.48			47081718	15443586	3	403.78		403.78		107.50	41.52	6.73	6.44	6.16	5.61
2021-01-08T15:50:39+0100	1610117439543	105			1.47	1.45			47081727	15443601	3	403.87		403.87		109.01	48.62	5.95	6.16	5.25	5.36
2021-01-08T15:50:40+0100	1610117440516	105			1.40	1.41			47081731	15443618	3	403.94		403.94		110.37	70.94	5.14	6.00	4.32	5.23
2021-01-08T15:50:41+0100	1610117441507	105			1.34	1.39			47081734	15443635	3	404.02		404.02		111.70	75.47	6.02	5.70	4.84	5.00
2021-01-08T15:50:42+0100	1610117442507	105			1.36	1.39			47081738	15443652	3	404.10		404.10		113.06	70.94	5.87	5.50	4.80	4.80
2021-01-08T15:50:43+0100	1610117443506	105			1.38	1.40			47081744	15443668	3	404.18		404.18		114.45	61.16	5.78	5.26	4.80	4.56
2021-01-08T15:50:44+0100	1610117444512	106			1.37	1.44			47081750	15443684	3	404.26		404.26		115.83	61.16	5.78	4.96	4.77	4.30
2021-01-08T15:50:45+0100	1610117445513	106			1.45	1.46			47081756	15443701	3	404.32		404.32		117.28	62.60	4.14	4.73	3.60	4.11
2021-01-08T15:50:46+0100	1610117446563	106			1.47	1.48			47081761	15443720	3	404.40		404.40		118.82	68.87	5.19	4.58	4.57	4.00
2021-01-08T15:50:47+0100	1610117447525	106			1.60	1.50			47081766	15443739	3	404.46		404.46		120.36	68.87	3.89	4.30	3.74	3.79
2021-01-08T15:50:48+0100	1610117448536	106			1.46	1.51			47081769	15443758	3	404.53		404.53		121.84	76.95	4.74	4.04	4.15	3.59
2021-01-08T15:50:49+0100	1610117449514	106			1.51	1.52			47081772	15443777	3	404.59		404.59		123.32	76.95	4.06	3.71	3.68	3.34
2021-01-08T15:50:50+0100	1610117450525	106			1.49	1.50			47081776	15443796	3	404.64		404.64		124.82	72.82	3.32	3.31	2.97	3.04
2021-01-08T15:50:51+0100	1610117451521	107			1.52	1.50			47081782	15443814	3	404.69		404.69		126.34	63.92	3.29	3.01	3.01	2.79
2021-01-08T15:50:52+0100	1610117452519	107			1.52	1.53			47081791	15443829	3	404.74		404.74		127.86	48.62	3.30	2.63	3.01	2.45
2021-01-08T15:50:53+0100	1610117453540	107			1.48	1.57			47081800	15443844	3	404.78		404.78		129.37	48.62	2.64	2.34	2.35	2.20
2021-01-08T15:50:54+0100	1610117454540	107			1.50	1.59			47081808	15443860	3	404.82		404.82		130.87	53.71	2.66	1.95	2.40	1.85
2021-01-08T15:50:55+0100	1610117455536	108			1.64	1.60			47081815	15443879	3	404.85		404.85		132.51	61.58	1.83	1.68	1.81	1.59
2021-01-08T15:50:56+0100	1610117456565	109			1.72	1.64			47081822	15443900	3	404.87		404.87		134.28	63.92	1.13	1.42	1.17	1.35
2021-01-08T15:50:57+0100	1610117457542	109			1.65	1.65			47081827	15443920	3	404.88		404.88		135.89	69.84	0.62	1.15	0.61	1.10
2021-01-08T15:50:58+0100	1610117458545	109			1.57	1.63			47081831	15443940	3	404.89		404.89		137.47	73.63	0.63	0.94	0.60	0.90
2021-01-08T15:50:59+0100	1610117459540	110			1.73	1.61			47081837	15443961	3	404.90		404.90		139.19	67.24	0.58	0.73	0.60	0.70
2021-01-08T15:51:00+0100	1610117460544	110			1.57	1.60			47081841	15443981	3	404.90		404.90		140.77	73.63	0.00	0.52	0.00	0.50
2021-01-08T15:51:01+0100	1610117461557	112			1.56	1.59			47081845	15444001	3	404.91		404.91		142.35	73.63	0.63	0.37	0.59	0.35
2021-01-08T15:51:02+0100	1610117462531	112			1.59	1.56			47081848	15444021	3	404.91		404.91		143.90	77.58	0.00	0.26	0.00	0.25
2021-01-08T15:51:03+0100	1610117463538	112			1.58	1.55			47081849	15444042	3	404.91		404.91		145.50	86.00	0.00	0.27	0.00	0.25
2021-01-08T15:51:04+0100	1610117464539	112			1.52	1.55			47081850	15444062	3	404.92		404.92		147.01	85.80	0.66	0.21	0.60	0.20
2021-01-08T15:51:05+0100	1610117465535	113			1.52	1.54			47081851	15444082	3	404.92		404.92		148.53	85.80	0.00	0.16	0.00	0.15
2021-01-08T15:51:06+0100	1610117466536	114			1.53	1.52			47081853	15444102	3	404.92		404.92		150.06	81.65	0.00	0.16	0.00	0.15
2021-01-08T15:51:07+0100	1610117467537	114			1.58	1.52			47081857	15444122	3	404.92		404.92		151.64	73.63	0.00	0.16	0.00	0.15
2021-01-08T15:51:08+0100	1610117468544	114			1.52	1.53			47081859	15444142	3	404.92		404.92		153.17	81.65	0.00	0.16	0.00	0.15
2021-01-08T15:51:09+0100	1610117469544	114			1.44	1.55			47081859	15444161	3	404.93		404.93		154.61	90.00	0.70	0.15	0.60	0.15
2021-01-08T15:51:10+0100	1610117470549	115			1.52	1.59			47081857	15444181	3	404.93		404.93		156.14	98.35	0.00	0.15	0.00	0.15
2021-01-08T15:51:11+0100	1610117471539	115			1.61	1.64			47081858	15444202	3	404.93		404.93		157.74	86.00	0.00	0.15	0.00	0.15
2021-01-08T15:51:12+0100	1610117472540	115			1.62	1.72			47081861	15444223	3	404.93		404.93		159.36	78.15	0.00	0.15	0.00	0.15
2021-01-08T15:51:13+0100	1610117473537	115			1.80	1.79			47081867	15444245	3	404.94		404.94		161.15	68.17	0.56	0.15	0.60	0.15
2021-01-08T15:51:14+0100	1610117474538	115			1.84	1.82			47081874	15444267	3	404.94		404.94		162.99	64.96	0.00	0.15	0.00	0.15
2021-01-08T15:51:15+0100	1610117475538	115			1.94	1.85			47081883	15444289	4	404.94		404.94		164.94	59.00	0.00	0.10	0.00	0.10
2021-01-08T15:51:16+0100	1610117476539	114			1.94	1.81			47081894	15444309	4	404.95		404.95		166.88	51.07	0.51	0.09	0.60	0.10
2021-01-08T15:51:17+0100	1610117477540	114			1.79	1.78			47081900	15444331	4	404.95		404.95		168.68	68.17	0.00	0.14	0.00	0.15
2021-01-08T15:51:18+0100	1610117478540	114			1.77	1.78			47081907	15444352	4	404.95		404.95		170.45	63.92	0.00	0.14	0.00	0.15
2021-01-08T15:51:19+0100	1610117479541	114			1.58	1.76			47081913	15444371	4	404.95		404.95		172.03	65.12	0.00	0.14	0.00	0.15
2021-01-08T15:51:20+0100	1610117480551	114			1.67	1.76			47081921	15444390	4	404.95		404.95		173.73	58.27	0.00	0.14	0.00	0.15
2021-01-08T15:51:21+0100	1610117481507	114			1.90	1.77			47081931	15444409	5	404.95		404.95		175.54	52.30	0.00	0.24	0.00	0.25
2021-01-08T15:51:22+0100	1610117482543	115			1.82	1.79			47081942	15444428	4	404.95		404.95		177.43	49.63	0.00	0.24	0.00	0.25
2021-01-08T15:51:23+0100	1610117483547	115			1.81	1.78			47081952	15444447	5	404.96		404.96		179.25	52.30	0.55	0.38	0.60	0.40
2021-01-08T15:51:24+0100	1610117484535	115			1.84	1.75			47081961	15444467	5	404.96		404.96		181.07	56.54	0.00	0.53	0.00	0.55
2021-01-08T15:51:25+0100	1610117485534	116			1.73	1.73			47081965	15444489	5	404.97		404.97		182.79	75.05	0.58	0.63	0.60	0.65
2021-01-08T15:51:26+0100	1610117486545	115			1.61	1.72			47081968	15444510	5	404.97		404.97		184.41	78.15	0.00	0.74	0.00	0.75
2021-01-08T15:51:27+0100	1610117487545	115			1.72	1.68			47081972	15444532	4	404.99		404.99		186.14	75.05	1.16	0.90	1.20	0.90
2021-01-08T15:51:28+0100	1610117488535	115			1.70	1.66			47081977	15444553	5	405.00		405.00		187.82	70.73	0.59	1.03	0.61	1.00
2021-01-08T15:51:29+0100	1610117489517	115			1.76	1.61			47081983	15444574	4	405.03		405.03		189.55	67.24	1.74	1.11	1.83	1.05
2021-01-08T15:51:30+0100	1610117490542	115			1.60	1.57			47081990	15444593	4	405.06		405.06		191.18	61.58	1.83	1.30	1.76	1.20
2021-01-08T15:51:31+0100	1610117491535	115			1.58	1.50			47081997	15444611	4	405.08		405.08		192.75	60.27	1.27	1.40	1.21	1.30
2021-01-08T15:51:32+0100	1610117492546	115			1.31	1.42			47082005	15444624	3	405.10		405.10		194.08	47.90	1.51	1.56	1.19	1.50
2021-01-08T15:51:33+0100	1610117493550	115			1.48	1.40			47082015	15444637	4	405.13		405.13		195.56	41.52	2.02	1.62	1.79	1.55
2021-01-08T15:51:34+0100	1610117494534	115			1.29	1.44			47082023	15444649	4	405.15		405.15		196.84	45.61	1.57	1.71	1.22	1.60
2021-01-08T15:51:35+0100	1610117495537	115			1.25	1.60			47082030	15444662	3	405.17		405.17		198.09	51.66	1.59	1.68	1.20	1.55
2021-01-08T15:51:36+0100	1610117496531	113			1.49	1.63			47082041	15444673	3	405.20		405.20		199.57	34.25	2.03	1.71	1.81	1.50
2021-01-08T15:51:37+0100	1610117497528	113			1.79	1.62			47082057	15444675	3	405.23		405.23		201.36	4.87	1.68	1.76	1.81	1.45
2021-01-08T15:51:38+0100	1610117498508	113			2.28	1.64			47082077	15444672	3	405.27		405.27		203.59	354.17	1.79	1.73	2.45	1.35
2021-01-08T15:51:39+0100	1610117499538	113			1.68	1.53			47082092	15444666	3	405.30		405.30		205.32	344.76	1.74	1.73	1.75	1.25
2021-01-08T15:51:40+0100	1610117500535	113			1.23	1.32			47082103	15444667	3	405.32		405.32		206.55	3.54	1.63	1.70	1.20	1.15
2021-01-08T15:51:41+0100	1610117501540	114			1.39	1.02			47082114	15444676	3	405.34		405.34		207.95	29.12	1.43	1.71	1.19	1.10
2021-01-08T15:51:42+0100	1610117502552	115			0.80	0.78			47082121	15444679	3	405.36		405.36		208.76	16.27	2.47	1.66	1.19	1.00
2021-01-08T15:51:43+0100	1610117503519	115			0.52	0.64			47082125	15444676	3	405.37		405.37		209.26	332.95	2.00	1.71	0.62	0.95
2021-01-08T15:51:44+0100	1610117504537	115			0.46	0.63			47082129	15444674	3	405.37		405.37		209.73	341.20	0.00	1.63	0.00	0.80
2021-01-08T15:51:45+0100	1610117505521	115			0.27	0.53			47082131	15444672	3	405.38		405.38		209.99	325.75		1.56	0.61	0.70
2021-01-08T15:51:46+0100	1610117506528	115			0.40	0.54			47082134	15444669	3	405.38		405.38		210.40	325.75	0.00	1.56	0.00	0.70
2021-01-08T15:51:47+0100	1610117507525	115			0.54	0.61			47082138	15444665	3	405.39		405.39		210.94	325.75	1.86	1.45	0.60	0.65
2021-01-08T15:51:48+0100	1610117508529	115			0.72	0.72			47082143	15444659	3	405.40		405.40		211.65	320.75	1.39	1.38	0.60	0.70
2021-01-08T15:51:49+0100	1610117509525	113			0.84	0.85			47082150	15444655	3	405.42		405.42		212.49	338.74	2.39	1.27	1.20	0.75
2021-01-08T15:51:50+0100	1610117510534	112			0.89	0.99			47082158	15444657	3	405.43		405.43		213.39	9.66	1.11	1.28	0.59	0.90
2021-01-08T15:51:51+0100	1610117511522	110			0.91	1.20			47082165	15444663	3	405.44		405.44		214.29	30.27	1.11	1.12	0.61	0.95
2021-01-08T15:51:52+0100	1610117512549	111			1.19	1.42			47082169	15444678	3	405.46		405.46		215.51	68.61	1.64	1.12	1.17	1.10
2021-01-08T15:51:53+0100	1610117513533	111			1.41	1.72			47082175	15444694	3	405.47		405.47		216.90	61.16	0.72	1.08	0.61	1.20
2021-01-08T15:51:54+0100	1610117514548	112			1.94	2.11			47082180	15444719	3	405.50		405.50		218.87	73.63	1.52	1.10	1.77	1.35
2021-01-08T15:51:55+0100	1610117515549	114			2.16	2.43			47082188	15444745	3	405.52		405.52		221.03	65.68	0.93	1.16	1.20	1.55
2021-01-08T15:51:56+0100	1610117516551	117			2.71	2.71			47082199	15444777	3	405.55		405.55		223.74	63.21	1.11	1.26	1.80	1.80
2021-01-08T15:51:57+0100	1610117517546	119			3.29	2.88			47082213	15444815	3	405.57		405.57		227.02	61.58	0.61	1.40	1.21	2.15
2021-01-08T15:51:58+0100	1610117518561	119			3.04	3.03			47082231	15444846	3	405.60		405.60		230.10	49.55	0.97	1.52	1.77	2.44
2021-01-08T15:51:59+0100	1610117519539	122			3.17	3.06			47082250	15444876	3	405.63		405.63		233.20	47.07	0.97	1.72	1.84	2.90
2021-01-08T15:52:00+0100	1610117520542	124			2.95	3.02			47082272	15444898	3	405.67		405.67		236.16	34.25	1.35	1.92	2.39	3.35
2021-01-08T15:52:01+0100	1610117521545	125			3.00	2.95			47082295	15444919	3	405.73		405.73		239.17	31.87	1.99	2.20	3.59	3.95
2021-01-08T15:52:02+0100	1610117522540	126			2.90	2.91			47082320	15444929	3	405.79		405.79		242.05	15.24	2.08	2.53	3.62	4.60
2021-01-08T15:52:03+0100	1610117523541	126			3.05	2.92			47082347	15444936	3	405.87		405.87		245.10	10.01	2.62	2.97	4.80	5.40
2021-01-08T15:52:04+0100	1610117524581	127			2.64	2.96			47082368	15444955	3	405.95		405.95		247.85	31.64	2.92	3.37	4.62	6.14
2021-01-08T15:52:05+0100	1610117525537	127			2.95	3.01			47082388	15444978	3	406.05		406.05		250.67	38.06	3.54	3.80	6.28	6.95
2021-01-08T15:52:06+0100	1610117526546	127			3.02	3.05			47082407	15445007	3	406.17		406.17		253.72	46.11	3.94	4.21	7.14	7.76
2021-01-08T15:52:07+0100	1610117527540	127			3.20	3.12			47082427	15445037	3	406.31		406.31		256.90	45.61	4.40	4.54	8.45	8.41
2021-01-08T15:52:08+0100	1610117528538	127			3.24	3.18			47082447	15445068	3	406.47		406.47		260.13	46.55	4.95	4.88	9.62	9.10
2021-01-08T15:52:09+0100	1610117529540	127			3.25	3.22			47082463	15445104	3	406.65		406.65		263.38	56.87	5.53	5.18	10.78	9.65
2021-01-08T15:52:10+0100	1610117530580	127			3.07	3.21			47082479	15445139	3	406.83		406.83		266.58	56.13	5.64	5.42	10.38	10.24
2021-01-08T15:52:11+0100	1610117531538	127			3.33	3.20			47082495	15445174	3	407.02		407.02		269.77	56.13	5.95	5.60	11.90	10.66
2021-01-08T15:52:12+0100	1610117532532	128			3.21	3.17			47082512	15445208	3	407.22		407.22		272.96	53.71	6.26	5.77	12.07	11.01
2021-01-08T15:52:13+0100	1610117533531	128			3.18	3.18			47082532	15445238	3	407.41		407.41		276.14	45.61	5.98	5.92	11.41	11.25
2021-01-08T15:52:14+0100	1610117534542	132			3.17	3.16			47082553	15445267	3	407.61		407.61		279.35	43.24	6.24	5.99	11.87	11.35
2021-01-08T15:52:15+0100	1610117535542	136			3.05	3.15			47082575	15445291	3	407.80		407.80		282.39	36.61	6.23	6.03	11.40	11.32
2021-01-08T15:52:16+0100	1610117536531	140			3.14	3.12			47082596	15445318	3	407.99		407.99		285.50	41.20	6.12	6.04	11.53	11.35
2021-01-08T15:52:17+0100	1610117537531	143			3.18	3.11			47082616	15445348	3	408.18		408.18		288.68	45.61	5.98	6.03	11.40	11.25
2021-01-08T15:52:18+0100	1610117538531	143			3.15	3.09			47082637	15445376	3	408.37		408.37		291.83	42.24	6.02	5.95	11.40	11.15
2021-01-08T15:52:19+0100	1610117539540	145			3.02	3.09			47082659	15445400	3	408.56		408.56		294.88	36.61	6.23	5.90	11.30	11.16
2021-01-08T15:52:20+0100	1610117540541	145			3.13	3.07			47082684	15445419	3	408.74		408.74		298.01	27.36	5.75	5.82	10.79	11.09
2021-01-08T15:52:21+0100	1610117541567	144			2.92	3.10			47082708	15445437	3	408.92		408.92		301.00	27.05	6.01	5.73	10.53	10.97
2021-01-08T15:52:22+0100	1610117542528	145			3.12	3.19			47082732	15445455	3	409.09		409.09		304.00	27.05	5.67	5.65	10.61	10.90
2021-01-08T15:52:23+0100	1610117543535	145			3.08	3.24			47082756	15445476	3	409.27		409.27		307.11	30.79	5.79	5.54	10.72	10.71
2021-01-08T15:52:24+0100	1610117544535	145			3.32	3.30			47082780	15445502	3	409.45		409.45		310.42	36.42	5.43	5.41	10.80	10.55
2021-01-08T15:52:25+0100	1610117545515	145			3.57	3.35			47082805	15445530	3	409.64		409.64		313.92	37.33	5.43	5.28	11.63	10.45
2021-01-08T15:52:26+0100	1610117546548	146			3.44	3.38			47082832	15445555	3	409.83		409.83		317.47	32.23	5.35	5.16	11.04	10.16
2021-01-08T15:52:27+0100	1610117547571	146			3.25	3.41			47082857	15445579	3	410.00		410.00		320.79	33.17	5.12	5.01	9.97	9.82
2021-01-08T15:52:28+0100	1610117548535	146			3.44	3.40			47082881	15445605	4	410.17		410.17		324.11	36.42	5.13	4.90	10.58	9.54
2021-01-08T15:52:29+0100	1610117549520	146			3.25	3.32			47082902	15445634	4	410.32		410.32		327.31	43.24	4.68	4.77	9.14	9.25
2021-01-08T15:52:30+0100	1610117550529	146			3.50	3.23			47082923	15445669	4	410.48		410.48		330.84	48.62	4.53	4.65	9.51	8.91
2021-01-08T15:52:31+0100	1610117551542	146			3.54	3.15			47082944	15445705	3	410.65		410.65		334.43	49.41	4.74	4.53	10.07	8.49
2021-01-08T15:52:32+0100	1610117552529	146			2.95	3.08			47082965	15445728	3	410.77		410.77		337.35	36.72	4.12	4.41	7.29	8.11
2021-01-08T15:52:33+0100	1610117553548	146			2.72	2.99			47082988	15445742	3	410.88		410.88		340.11	22.51	3.97	4.30	6.48	7.81
2021-01-08T15:52:34+0100	1610117554538	146			2.93	2.84			47083013	15445753	3	411.00		411.00		343.02	16.68	4.14	4.17	7.27	7.50
2021-01-08T15:52:35+0100	1610117555534	147			2.86	2.81			47083037	15445766	3	411.12		411.12		345.86	20.25	4.22	4.10	7.23	7.29
2021-01-08T15:52:36+0100	1610117556520	148			2.92	2.83			47083062	15445776	3	411.23		411.23		348.74	15.24	3.82	3.99	6.69	6.99
